trn,registry,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address,euctr_country
ChiCTR2100045417,ChiCTR,2021-04-14,2021-04-19,FALSE,Recruiting,Not Applicable,Diagnostic test,China,The clinical value of optical-assisted lateral flow assay to monitor the anti-SARS-CoV-2 neutralizing antibody after receiving novel coronavirus pneumonia (COVID-19) vaccine,76,http://www.chictr.org.cn/showproj.aspx?proj=123288,NA
ChiCTR2100045378,ChiCTR,2021-04-13,2021-04-01,TRUE,Not Recruiting,Not Applicable,Diagnostic test,China,A preliminary clinical study of PET in assessing immune response of novel coronavirus pneumonia (COVID-19) vaccines,50,http://www.chictr.org.cn/showproj.aspx?proj=124299,NA
ChiCTR2100045353,ChiCTR,2021-04-13,2021-05-01,FALSE,Not Recruiting,Not Applicable,Observational,China,"Research on the effectiveness, safety and effective protection time of novel coronavirus pneumonia (COVID-19) vaccines",3000,http://www.chictr.org.cn/showproj.aspx?proj=124953,NA
ChiCTR2100045160,ChiCTR,2021-04-07,2021-02-01,TRUE,Not Recruiting,Not Applicable,Observational,China,Evaluation of Immunization Effect of 2019-nCoV Inactivated Vaccine,100,http://www.chictr.org.cn/showproj.aspx?proj=123525,NA
ChiCTR2100045109,ChiCTR,2021-04-07,2021-04-09,FALSE,Recruiting,Not Applicable,Interventional,China,The Impact of Timing of Vaccination on the Immune Reaction to Vaccine against SARS-CoV-2,472,http://www.chictr.org.cn/showproj.aspx?proj=124650,NA
ChiCTR2100045108,ChiCTR,2021-04-07,2021-02-22,TRUE,Recruiting,Phase 1,Prevention,China,"A Randomized, Double-blind, Placebo-controlled Phase I Clinical Trial to Evaluate the Safety and Immunogenicity of Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01) in Healthy Subjects",150,http://www.chictr.org.cn/showproj.aspx?proj=124140,NA
ChiCTR2100045107,ChiCTR,2021-04-07,2021-03-28,TRUE,Not Recruiting,Phase 2,Prevention,China,"A Randomized, Double-blind, Placebo-controlled Phase II Clinical Trial to Evaluate the Immunogenicity and Safety of Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01) in Healthy Subjects",720,http://www.chictr.org.cn/showproj.aspx?proj=124702,NA
ChiCTR2100044919,ChiCTR,2021-03-31,2021-02-01,TRUE,Recruiting,Not Applicable,Observational,China,"Study of the correlation between blood, urine and fecal proteomics and vaccine response after vaccination with COVID-19 vaccine",120,http://www.chictr.org.cn/showproj.aspx?proj=122521,NA
ChiCTR2100044860,ChiCTR,2021-03-30,2021-04-01,FALSE,Not Recruiting,Not Applicable,Interventional,China,A randomized controlled trial on the treatment of COVID-19 by Qingfei Paidu Granule,80,http://www.chictr.org.cn/showproj.aspx?proj=124310,NA
ChiCTR2100044539,ChiCTR,2021-03-23,2021-04-01,FALSE,Not Recruiting,Not Applicable,Basic Science,China,Clinical study on the influence of intestinal microecology on antibody titer after COVID-19 vaccination,100,http://www.chictr.org.cn/showproj.aspx?proj=123658,NA
ChiCTR2100044286,ChiCTR,2021-03-14,2021-01-08,TRUE,Not Recruiting,Not Applicable,Observational,China,The effects of mind-body (Baduanjin) exercise on sleep quality and mental health in patients with COVID-19 early hospitalization stages: A prospective Before-and-After Study,121,http://www.chictr.org.cn/showproj.aspx?proj=123279,NA
ChiCTR2100044249,ChiCTR,2021-03-12,2020-09-22,TRUE,Recruiting,Phase 3,Interventional,Russia,Global phase III trial of Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) (Ad5-nCoV) in adults 18 years of age and older,40000,http://www.chictr.org.cn/showproj.aspx?proj=65034,NA
ChiCTR2100044026,ChiCTR,2021-03-06,2020-03-15,TRUE,Not Recruiting,Phase 4,Interventional,Saudi Arabia,Effects of high-intensity aerobic training with high protein diet in childhood obesity following COVID-19 infection.,76,http://www.chictr.org.cn/showproj.aspx?proj=122577,NA
ChiCTR2100043907,ChiCTR,2021-03-05,2020-12-28,TRUE,Recruiting,Phase 4,Prevention,China,Comprehensive evaluations of dynamic changes in the immune system of healthy volunteers after vaccination with inactivated Novel Coronavirus Pneumonia (COVID-19) vaccine (Vero cells),16,http://www.chictr.org.cn/showproj.aspx?proj=122756,NA
ChiCTR2100043832,ChiCTR,2021-03-04,2021-03-05,FALSE,Not Recruiting,Not Applicable,Observational,China,A cross-sectional study on COVID-19 vaccine related complications and mental health among health care workers in the mainland of China,2000,http://www.chictr.org.cn/showproj.aspx?proj=122718,NA
ChiCTR2100042996,ChiCTR,2021-02-03,2021-02-18,FALSE,Not Recruiting,Not Applicable,Observational,China,Research on the classification and mechanism of behavior of COVID-19 and other public health emergencies induced mood disorder,400,http://www.chictr.org.cn/showproj.aspx?proj=121567,NA
ChiCTR2100042931,ChiCTR,2021-01-31,2020-05-21,TRUE,Not Recruiting,Not Applicable,Observational,Pakistan,"Virtual Assessment, Training and Evaluation of Clinical Laboratory Technologists Amidst Peak COVID-19 Pandemic â€“ An Observational Study",20,http://www.chictr.org.cn/showproj.aspx?proj=120184,NA
ChiCTR2100042862,ChiCTR,2021-01-30,2021-02-01,FALSE,Recruiting,Not Applicable,Observational,China,The influence of the double superposition of inflammation on the clinical outcome of patients with schizophrenia comorbid with novel coronavirus pneumonia (COVID-19),375,http://www.chictr.org.cn/showproj.aspx?proj=121199,NA
ChiCTR2100042832,ChiCTR,2021-01-30,2021-01-20,TRUE,Recruiting,Not Applicable,Observational,China,Evaluation of specific-IgA level against novel coronavirus pneumonia (COVID-19) among convalescents and vaccinated participants by COVID-19 inactivated vaccine,785,http://www.chictr.org.cn/showproj.aspx?proj=121147,NA
ChiCTR2100042831,ChiCTR,2021-01-30,2021-01-29,TRUE,Recruiting,Not Applicable,Observational,China,Research of the relationship between immune response and function status after vaccination of new coronavirus (COVID-2019) inactivated vaccine,150,http://www.chictr.org.cn/showproj.aspx?proj=121308,NA
ChiCTR2100042822,ChiCTR,2021-01-29,2021-01-29,FALSE,Recruiting,Not Applicable,Interventional,China,Qing-Jin Yi-Qi granule for patients in the rehabilitation phase of COVID-19: a randomized controlled trial,200,http://www.chictr.org.cn/showproj.aspx?proj=121247,NA
ChiCTR2100042821,ChiCTR,2021-01-29,2020-04-01,TRUE,Not Recruiting,Not Applicable,Diagnostic test,China,"Evaluation of CT CAD software for the diagnosis of pneumonia: a retrospective, multi-center trial",1199,http://www.chictr.org.cn/showproj.aspx?proj=66563,NA
ChiCTR2100042820,ChiCTR,2021-01-28,2021-01-29,FALSE,Recruiting,Not Applicable,Observational,China,A study on convalescence stage of COVID-19 patients,800,http://www.chictr.org.cn/showproj.aspx?proj=121258,NA
ChiCTR2100042819,ChiCTR,2021-01-28,2021-01-20,TRUE,Recruiting,Not Applicable,Observational,China,A national wide multicenter epidemiological study on respiratory pathogen infections other than COVID-19 in the winter and spring of 2020-2021,125,http://www.chictr.org.cn/showproj.aspx?proj=120720,NA
ChiCTR2000033186,ChiCTR,2020-05-23,2020-02-01,TRUE,Recruiting,Not Applicable,Observational,China,A follow-up study about clinically diagnosed cases of novel coronavirus pneumonia (COVID-19),116,http://www.chictr.org.cn/showproj.aspx?proj=53927,NA
ChiCTR2000030388,ChiCTR,2020-03-01,2020-02-18,TRUE,Recruiting,Not Applicable,Interventional,China,Efficacy and safety of Xue-Bi-Jing injection in the treatment of severe cases of novel coronavirus pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=50306,NA
JPRN-JapicCTI-205270,JapicCTI,2020-04-23,2020-05-25,FALSE,Not Recruiting,Phase 3,Interventional,Japan,A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia in Japan,10,https://www.clinicaltrials.jp/user/showCteDetailE.jsp?japicId=JapicCTI-205270,NA
JPRN-JapicCTI-205326,JapicCTI,2020-06-15,2020-01-07,TRUE,Recruiting,Phase 1,Interventional,Japan,Phase 1 study of FOY-305(FOY-305-02)(COVID-19),7,https://www.clinicaltrials.jp/user/showCteDetailE.jsp?japicId=JapicCTI-205326,NA
JPRN-JapicCTI-205465,JapicCTI,2020-08-27,2020-12-17,FALSE,Recruiting,Phase 1,Interventional,Japan,Umbilical cord-derived mesenchymal stromal cells therapy for SARS-CoV-2 infection (COVID-19) related Acute Respiratory Distress Syndrome,12,https://www.clinicaltrials.jp/user/showCteDetailE.jsp?japicId=JapicCTI-205465,NA
JPRN-jRCT1030200279,jRCT,2020-12-25,2020-12-25,FALSE,Recruiting,Not Applicable,Interventional,Japan,COVID-CP Banking,100,https://jrct.niph.go.jp/latest-detail/jRCT1030200279,NA
JPRN-jRCT1030210037,jRCT,2021-04-14,2021-12-04,FALSE,Recruiting,Not Applicable,Interventional,Japan,Japanese Project for Telepsychiatry Evaluation during COVID-19: Treatment Comparison Trial,200,https://jrct.niph.go.jp/latest-detail/jRCT1030210037,NA
JPRN-jRCT1051200078,jRCT,2020-11-24,2020-11-30,FALSE,Recruiting,Phase 2,Interventional,Japan,Study on reduction of salivary virus by povidone iodine on COVID-19,440,https://jrct.niph.go.jp/latest-detail/jRCT1051200078,NA
JPRN-jRCT1051200148,jRCT,2021-03-05,2021-08-03,FALSE,Recruiting,Not Applicable,Observational,Japan,Vaccine effectiveness and reactogenicity of COVID-19 vaccine among residents and staffs at Osaka geriatric intermediate care facilities: prospective cohort study,300,https://jrct.niph.go.jp/latest-detail/jRCT1051200148,NA
JPRN-jRCT1052200041,jRCT,2020-07-31,2020-07-30,TRUE,Not Recruiting,Not Applicable,Observational,Japan,Exploratory study of severity index for COVID-19 patients,40,https://jrct.niph.go.jp/latest-detail/jRCT1052200041,NA
JPRN-jRCT1052200163,jRCT,2021-03-31,2021-03-31,FALSE,Not Recruiting,Not Applicable,Observational,Japan,Exploratory study of exacerbation detection using respiratory stability time in COVID-19 patients,65,https://jrct.niph.go.jp/latest-detail/jRCT1052200163,NA
JPRN-jRCT1061200057,jRCT,2021-02-19,2021-02-22,FALSE,Recruiting,Not Applicable,Observational,Japan,Survey on the SARS-CoV-2 serum antibody retention and health condition both before and after the SARS-CoV-2 vaccine introduction,4300,https://jrct.niph.go.jp/latest-detail/jRCT1061200057,NA
JPRN-jRCT2021200018,jRCT,2020-08-18,2020-07-10,TRUE,Not Recruiting,Phase 2,Interventional,Japan,An exploratory Phase II investigator-initiated clinical trial of the efficacy and safety of TM5614 in patients with novel coronavirus  pneumonia,30,https://jrct.niph.go.jp/latest-detail/jRCT2021200018,NA
JPRN-jRCT2031200035,jRCT,2020-05-20,2020-06-22,FALSE,Not Recruiting,Phase 3,Interventional,"Denmark, United Kingdom, United States, Mexico, Spain, Korea, Japan, Singapore","A Multicenter, Adaptive, Randomized Blinded Controlled Trial of the Safety and Efficacy of Investigational Therapeutics for the Treatment of COVID-19 in Hospitalized Adults",35,https://jrct.niph.go.jp/latest-detail/jRCT2031200035,NA
JPRN-jRCT2031200092,jRCT,2020-08-21,2020-08-20,TRUE,Not Recruiting,Phase 3,Interventional,"United States, Mexico, Korea, Japan, Singapore","A Multicenter, Adaptive, Randomized Blinded Controlled Trial of the Safety and Efficacy of Investigational Therapeutics for the Treatment of COVID-19 in Hospitalized Adults",20,https://jrct.niph.go.jp/latest-detail/jRCT2031200092,NA
JPRN-jRCT2031200120,jRCT,2020-09-16,2020-08-10,TRUE,Recruiting,Phase 2,Interventional,Japan,double-blind study in COvid-19 patients with iveRmectin,240,https://jrct.niph.go.jp/latest-detail/jRCT2031200120,NA
JPRN-jRCT2031200126,jRCT,2020-09-23,2020-10-09,FALSE,Not Recruiting,Phase 3,Interventional,"United Kingdom, United States, Spain, Japan, France","A Phase 3 Study to Evaluate the Efficacy and Safety of Intravenously Administered Ravulizumab in Patients With COVID-19 Severe Pneumonia, Acute Lung Injury, or Acute Respiratory Distress Syndrome",270,https://jrct.niph.go.jp/latest-detail/jRCT2031200126,NA
JPRN-jRCT2031200180,jRCT,2020-11-04,2021-08-02,FALSE,Recruiting,Phase 2/Phase 3,Interventional,Japan,A Phase II/III Study of Sargramostim,60,https://jrct.niph.go.jp/latest-detail/jRCT2031200180,NA
JPRN-jRCT2031200198,jRCT,2020-11-12,2020-09-11,TRUE,Recruiting,Phase 3,Interventional,Japan,FOY-305-01:FOY-305 Phase 3(COVID-19),110,https://jrct.niph.go.jp/latest-detail/jRCT2031200198,NA
JPRN-jRCT2031200252,jRCT,2020-12-18,2021-01-14,FALSE,Recruiting,Phase 3,Interventional,"United States, Mexico, Korea, Japan, Singapore","A Multicenter, Adaptive, Randomized Blinded Controlled Trial of the Safety and Efficacy of Investigational Therapeutics for the Treatment of COVID-19 in Hospitalized Adults",20,https://jrct.niph.go.jp/latest-detail/jRCT2031200252,NA
JPRN-jRCT2031200368,jRCT,2021-02-19,2021-03-31,FALSE,Recruiting,Phase 3,Interventional,"UK, Hungary, Poland Rep, United States, Russia, Italy, Mexico, Spain, Peru Rep, Czech Rep, Japan, Germany","A Phase III Randomized, Double-blind, Placebo-controlled, Multicenter Study to Determine the Safety and Efficacy of AZD7442 for the Treatment of COVID-19 in Non-hospitalized Adults",20,https://jrct.niph.go.jp/latest-detail/jRCT2031200368,NA
JPRN-jRCT2031210010,jRCT,2021-04-05,2021-12-04,FALSE,Recruiting,Phase 1,Interventional,Japan,Single and Multiple Dose Study of MK-4482 in Healthy Japanese Adults,72,https://jrct.niph.go.jp/latest-detail/jRCT2031210010,NA
JPRN-jRCT2051200085,jRCT,2020-11-12,2020-11-19,FALSE,Not Recruiting,Phase 1/Phase 2,Interventional,Japan,Phase I / II study of intracutaneous inoculation of COVID-19 DNA vaccine (AG0302-COVID19),20,https://jrct.niph.go.jp/latest-detail/jRCT2051200085,NA
JPRN-jRCT2051200088,jRCT,2020-11-19,2020-11-23,FALSE,Not Recruiting,Phase 2/Phase 3,Interventional,Japan,Phase II / III Study of COVID-19 DNA Vaccine (AG0302-COVID19),500,https://jrct.niph.go.jp/latest-detail/jRCT2051200088,NA
JPRN-jRCT2051200159,jRCT,2021-03-19,2021-08-03,FALSE,Not Recruiting,Phase 3,Interventional,Japan,"A Randomized, Double Blind, Placebo Controlled Study to Evaluate the Safety and Efficacy of Aerosolized JH509  in Hospitalized Adult Patients with Mild to Moderate COVID 19",385,https://jrct.niph.go.jp/latest-detail/jRCT2051200159,NA
JPRN-jRCT2071200023,jRCT,2020-07-21,2020-07-22,FALSE,Recruiting,Phase 1/Phase 2,Interventional,Japan,Evaluation of Nelfinavir for asymptomatic and mild COVID-19,120,https://jrct.niph.go.jp/latest-detail/jRCT2071200023,NA
JPRN-jRCT2071200041,jRCT,2020-10-12,2020-11-25,FALSE,Recruiting,Phase 2,Interventional,Japan,Therapeutic development of adrenomedullin for severe pneumonia caused by COVID-19,40,https://jrct.niph.go.jp/latest-detail/jRCT2071200041,NA
JPRN-jRCT2071200045,jRCT,2020-10-20,2020-10-21,FALSE,Not Recruiting,Phase 1,Interventional,Japan,"Study to Evaluate the Safety, Tolerability, and Immunogenicity of an RNA Vaccine Candidate Against COVID-19 in Healthy Japanese Adults",160,https://jrct.niph.go.jp/latest-detail/jRCT2071200045,NA
JPRN-jRCT2071200078,jRCT,2021-01-07,2021-01-13,FALSE,Recruiting,Phase 2,Interventional,Japan,A randomized double-blind placebo controlled phase 2 clinical trial to assess anti-inflammatory effect of colchicine (DRC3633) in mild to moderately severe COVID-19 patients. - DRC-06C,100,https://jrct.niph.go.jp/latest-detail/jRCT2071200078,NA
JPRN-jRCT2071200109,jRCT,2021-03-08,2021-08-03,FALSE,Recruiting,Phase 1,Interventional,Japan,FOY-305-03:FOY-305 TQT study(COVID-19),39,https://jrct.niph.go.jp/latest-detail/jRCT2071200109,NA
JPRN-jRCT2071200110,jRCT,2021-03-10,2021-03-15,FALSE,Recruiting,Phase 1/Phase 2,Interventional,Japan,"A Phase 1/2 study to assess the safety, immunogenicity and recommended dose of DS-5670a in Japanese healthy adults and elderly subjects",152,https://jrct.niph.go.jp/latest-detail/jRCT2071200110,NA
JPRN-jRCT2071200117,jRCT,2021-03-29,2021-03-31,FALSE,Recruiting,Phase 1,Interventional,Japan,A PHASE I STUDY OF CASIRIVIMAB AND IMDEVIMAB IN JAPANESE ADULT VOLUNTEERS,22,https://jrct.niph.go.jp/latest-detail/jRCT2071200117,NA
JPRN-jRCTs021200020,jRCT,2020-08-25,2020-08-25,FALSE,Recruiting,Phase 3,Interventional,Japan,Study of the additional effect of Kampo medicine on common cold symptoms in COVID-19 patients,150,https://jrct.niph.go.jp/latest-detail/jRCTs021200020,NA
JPRN-jRCTs031190269,jRCT,2020-03-27,2020-03-04,TRUE,Not Recruiting,Phase 2,Interventional,Japan,"A multicenter, open-label, randomized controlled phase II study to evaluate the efficacy and safety of inhaled ciclesonide for asymptomatic and mild patients with COVID-19",90,https://jrct.niph.go.jp/latest-detail/jRCTs031190269,NA
JPRN-jRCTs031200026,jRCT,2020-05-01,2020-11-06,FALSE,Recruiting,Phase 3,Interventional,Japan,Combination therapy of Favipiravir and Nafamostat Mesilate in Patients with COVID-19 Pneumonia,160,https://jrct.niph.go.jp/latest-detail/jRCTs031200026,NA
JPRN-jRCTs031200124,jRCT,2020-09-17,2020-01-10,TRUE,Recruiting,Not Applicable,Interventional,Japan,COVIPLA-R,59,https://jrct.niph.go.jp/latest-detail/jRCTs031200124,NA
JPRN-jRCTs031200150,jRCT,2020-10-14,2020-11-27,FALSE,Recruiting,Phase 3,Interventional,Japan,Prophylactic study for COVID-19 with Kampo medicines,6000,https://jrct.niph.go.jp/latest-detail/jRCTs031200150,NA
JPRN-jRCTs032200131,jRCT,2020-09-28,2020-08-10,TRUE,Recruiting,Phase 2,Interventional,Japan,PMX-DHP for COVID-19,30,https://jrct.niph.go.jp/latest-detail/jRCTs032200131,NA
JPRN-jRCTs051200036,jRCT,2020-07-27,2020-07-29,FALSE,Recruiting,Phase 2,Interventional,Japan,Efficacy  of nintedanib on severe COVID-19 pneumonia.,30,https://jrct.niph.go.jp/latest-detail/jRCTs051200036,NA
JPRN-jRCTs052200053,jRCT,2020-09-07,2020-11-26,FALSE,Recruiting,Phase 3,Interventional,Japan,Specified clinical trial for ECMO system for COVID-19 resipiratory failure,50,https://jrct.niph.go.jp/latest-detail/jRCTs052200053,NA
