id,trn,type,control_type,placebo_plus_soc,category,intervention,intervention_plus_soc
tri06495,NCT04578158,control,undefined_soc,NA,NA,NA,NA
tri06497,NCT04578210,experimental,NA,NA,biologics,T memory cells,no
tri06497,NCT04578210,experimental,NA,NA,biologics,NK cells,no
tri06522,NCT04581811,experimental,NA,NA,procedure,Prone Positioning,no
tri06522,NCT04581811,experimental,NA,NA,procedure,Prone Positioning,no
tri06527,NCT04581954,experimental,NA,NA,drug,Ruxolitinib,no
tri06527,NCT04581954,experimental,NA,NA,drug,Fostamatinib,no
tri06527,NCT04581954,control,undefined_soc,NA,NA,NA,NA
tri06529,NCT04582214,experimental,NA,NA,procedure,Oscillation and Lung Expansion (OLE) Therapy,no
tri06529,NCT04582214,control,undefined_soc,NA,NA,NA,NA
tri06555,NCT04584710,experimental,NA,NA,drug,Dactolisib (RTB101),no
tri06555,NCT04584710,control,placebo,no,NA,NA,NA
tri06559,NCT04586153,experimental,NA,NA,biologics,Meplazumab,no
tri06559,NCT04586153,control,placebo,no,NA,NA,NA
tri06574,NCT04589936,experimental,NA,NA,procedure,Prone Positioning,no
tri06574,NCT04589936,experimental,NA,NA,procedure,Prone Positioning,no
tri06615,NCT04594668,experimental,NA,NA,drug,Senicapoc,no
tri06615,NCT04594668,control,undefined_soc,NA,NA,NA,NA
tri06641,NCT04598581,experimental,NA,NA,procedure,Radiation,no
tri06641,NCT04598581,control,placebo,no,NA,NA,NA
tri06642,NCT04598594,experimental,NA,NA,drug,Nicotine,no
tri06642,NCT04598594,control,placebo,no,NA,NA,NA
tri06651,NCT04600999,experimental,NA,NA,drug,Favipiravir,undefined_soc
tri06651,NCT04600999,control,undefined_soc,NA,NA,NA,NA
tri06675,NCT04603924,experimental,NA,NA,drug,Niclosamide,no
tri06675,NCT04603924,control,placebo,no,NA,NA,NA
tri06679,NCT04604223,experimental,NA,NA,drug,Pioglitazone,undefined_soc
tri06679,NCT04604223,control,placebo,undefined_soc,NA,NA,NA
tri06694,NCT04606563,experimental,NA,NA,drug,Losartan,no
tri06694,NCT04606563,control,undefined_soc,NA,NA,NA,NA
tri06699,NCT04608214,experimental,NA,NA,drug,Alisporivir,undefined_soc
tri06699,NCT04608214,control,undefined_soc,NA,NA,NA,NA
tri06704,NCT04609423,experimental,NA,NA,nutritional_supplement,Cod liver oil,no
tri06704,NCT04609423,control,placebo,no,NA,NA,NA
tri06705,NCT04609462,experimental,NA,NA,procedure,High flow nasal cannula,no
tri06705,NCT04609462,experimental,NA,NA,procedure,Oxygen,no
tri06724,NCT04611425,experimental,NA,NA,drug,Remimazolam,no
tri06736,NCT04614025,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri06736,NCT04614025,control,undefined_soc,NA,NA,NA,NA
tri06745,NCT04615429,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),defined_soc
tri06745,NCT04615429,control,placebo,defined_soc,NA,NA,NA
tri06750,NCT04615936,experimental,NA,NA,other,Methylene Blue,no
tri06753,NCT04616001,experimental,NA,NA,biologics,Immunoglobulin,no
tri06762,NCT04618042,experimental,NA,NA,drug,FX06,no
tri06762,NCT04618042,control,placebo,no,NA,NA,NA
tri06774,NCT04619719,experimental,NA,NA,procedure,Hyperbaric Oxygen Therapy,undefined_soc
tri06774,NCT04619719,control,undefined_soc,NA,NA,NA,NA
tri06782,NCT04621461,experimental,NA,NA,drug,Zinc (Any),no
tri06782,NCT04621461,control,placebo,no,NA,NA,NA
tri06787,NCT04622865,experimental,NA,NA,drug,Isoquercetin;Masitinib,defined_soc
tri06787,NCT04622865,control,defined_soc,NA,NA,NA,NA
tri06789,NCT04623021,experimental,NA,NA,drug,Nafamostat,undefined_soc
tri06789,NCT04623021,control,undefined_soc,NA,NA,NA,NA
tri06796,NCT04623619,experimental,NA,NA,drug,Acetyl L-Carnitine,undefined_soc
tri06796,NCT04623619,control,undefined_soc,NA,NA,NA,NA
tri06814,NCT04627233,experimental,NA,NA,drug,Human Ezrin Peptide 1 (HEP1),no
tri06814,NCT04627233,control,placebo,no,NA,NA,NA
tri06823,NCT04628143,experimental,NA,NA,drug,Nafamostat,undefined_soc
tri06823,NCT04628143,control,undefined_soc,NA,NA,NA,NA
tri06839,NCT04631380,experimental,NA,NA,other,Prayer,undefined_soc
tri06839,NCT04631380,control,undefined_soc,NA,NA,NA,NA
tri06856,NCT04633772,experimental,NA,NA,drug,Angiotensin 1-7,no
tri06856,NCT04633772,control,placebo,no,NA,NA,NA
tri06861,NCT04634370,experimental,NA,NA,biologics,NK cells,no
tri06864,NCT04635241,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),undefined_soc
tri06864,NCT04635241,control,undefined_soc,NA,NA,NA,NA
tri06883,NCT04637906,experimental,NA,NA,nutritional_supplement,L-Arginine,undefined_soc
tri06883,NCT04637906,control,placebo,undefined_soc,NA,NA,NA
tri06887,NCT04639375,experimental,NA,NA,vaccine_non_covid,Poliovirus vaccine (IPV),no
tri06890,NCT04640181,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri06890,NCT04640181,experimental,NA,NA,drug,Rivaroxaban,no
tri06906,NCT04643054,experimental,NA,NA,nutritional_supplement,Ovotransferrin,undefined_soc
tri06906,NCT04643054,control,undefined_soc,NA,NA,NA,NA
tri06954,NCT04463602,experimental,NA,NA,drug,Desidustat,undefined_soc
tri06954,NCT04463602,control,undefined_soc,NA,NA,NA,NA
tri07126,NCT04655586,experimental,NA,NA,biologics,Recombinant Nematode Anticoagulant Protein c2,no
tri07126,NCT04655586,experimental,NA,NA,biologics,Recombinant Nematode Anticoagulant Protein c2,no
tri07126,NCT04655586,control,defined_soc,NA,NA,NA,NA
tri07141,NCT04657497,experimental,NA,NA,drug,Camostat Mesilate,no
tri07141,NCT04657497,control,placebo,no,NA,NA,NA
tri06325,NCT04551339,experimental,NA,NA,drug,Beta carotene;Copper;Vitamin C;Zinc (Any),no
tri06325,NCT04551339,experimental,NA,NA,nutritional_supplement,Multivitamin,no
tri07222,NCT04667286,experimental,NA,NA,multiple,Prone Positioning,defined_soc
tri07156,NCT04659460,experimental,NA,NA,procedure,Remote Ischemic Conditioning,no
tri07222,NCT04667286,control,defined_soc,NA,NA,NA,NA
tri07156,NCT04659460,control,placebo,no,NA,NA,NA
tri07287,ChiCTR2000030136,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri07287,ChiCTR2000030136,control,undefined_soc,NA,NA,NA,NA
tri06266,NCT04542408,experimental,NA,NA,drug,Edoxaban;Heparin (LMWH or Unfractionated),no
tri06266,NCT04542408,control,placebo,defined_soc,NA,NA,NA
tri06187,NCT04532931,control,defined_soc,NA,NA,NA,NA
tri06187,NCT04532931,experimental,NA,NA,drug,Amodiaquine;Artesunate,defined_soc
tri06187,NCT04532931,experimental,NA,NA,drug,Artesunate;Pyronaridinee,defined_soc
tri06187,NCT04532931,experimental,NA,NA,drug,Favipiravir;Nitazoxanide,defined_soc
tri06187,NCT04532931,experimental,NA,NA,drug,Daclatasvir;Sofosbuvir,defined_soc
tri04417,PACTR202007606032743,experimental,NA,NA,drug,Nebulized Heparin,undefined_soc
tri04417,PACTR202007606032743,control,undefined_soc,NA,NA,NA,NA
tri04349,DRKS00023091,experimental,NA,NA,procedure,COVID Testing,NA
tri04424,PACTR202008485004797,experimental,NA,NA,procedure,STOPCOV intervention,undefined_soc
tri04424,PACTR202008485004797,control,undefined_soc,NA,NA,NA,NA
tri04420,PACTR202006883882711,experimental,NA,NA,vaccine_non_covid,MMR Vaccine,no
tri04420,PACTR202006883882711,control,placebo,no,NA,NA,NA
tri04426,PACTR202009769021840,experimental,NA,NA,procedure,Low Dose Radiotherapy,no
tri04428,PACTR202010537777617,experimental,NA,NA,nutritional_supplement,Traditional Medicine,no
tri04428,PACTR202010537777617,control,placebo,no,NA,NA,NA
tri04612,CTRI/2020/06/025664,experimental,NA,NA,nutritional_supplement,2-Deoxy-D-Glucose,no
tri04612,CTRI/2020/06/025664,control,undefined_soc,NA,NA,NA,NA
tri04626,CTRI/2020/06/025766,experimental,NA,NA,procedure,Phototherapy,undefined_soc
tri04626,CTRI/2020/06/025766,control,undefined_soc,NA,NA,NA,NA
tri04760,CTRI/2020/07/026560,experimental,NA,NA,nutritional_supplement,Azadirachta indicia,no
tri04760,CTRI/2020/07/026560,control,placebo,no,NA,NA,NA
tri04809,CTRI/2020/07/026791,experimental,NA,NA,drug,Atorvastatin,no
tri04809,CTRI/2020/07/026791,experimental,NA,NA,drug,Aspirin,no
tri04809,CTRI/2020/07/026791,control,undefined_soc,NA,NA,NA,NA
tri04860,CTRI/2020/08/027032,experimental,NA,NA,procedure,Meditation,undefined_soc
tri04860,CTRI/2020/08/027032,control,undefined_soc,NA,NA,NA,NA
tri04952,CTRI/2020/08/027465,experimental,NA,NA,procedure,Nasopharyngeal saline wash,undefined_soc
tri04952,CTRI/2020/08/027465,control,undefined_soc,NA,NA,NA,NA
tri05043,CTRI/2020/09/028131,experimental,NA,NA,nutritional_supplement,Traditional Medicine,undefined_soc
tri05043,CTRI/2020/09/028131,control,placebo,undefined_soc,NA,NA,NA
tri05064,CTRI/2020/10/028253,experimental,NA,NA,drug,Thalidomide,no
tri05105,CTRI/2020/10/028486,experimental,NA,NA,procedure,Yoga,no
tri05105,CTRI/2020/10/028486,control,other_unknown,NA,NA,NA,NA
tri05116,CTRI/2020/10/028568,experimental,NA,NA,nutritional_supplement,RV Forte Capsule,undefined_soc
tri05116,CTRI/2020/10/028568,control,undefined_soc,NA,NA,NA,NA
tri05117,CTRI/2020/10/028566,experimental,NA,NA,procedure,Yoga,no
tri05117,CTRI/2020/10/028566,control,undefined_soc,NA,NA,NA,NA
tri05213,CTRI/2020/11/029265,experimental,NA,NA,nutritional_supplement,Homeopathy,undefined_soc
tri05213,CTRI/2020/11/029265,experimental,NA,NA,nutritional_supplement,Homeopathy,undefined_soc
tri05213,CTRI/2020/11/029265,experimental,NA,NA,nutritional_supplement,Homeopathy,undefined_soc
tri05213,CTRI/2020/11/029265,control,placebo,undefined_soc,NA,NA,NA
tri05344,NCT04319731,experimental,NA,NA,drug,Amniotic Fluid,no
tri05361,NCT04350723,experimental,NA,NA,procedure,Prone Positioning,undefined_soc
tri05361,NCT04350723,control,undefined_soc,NA,NA,NA,NA
tri05373,NCT04359862,experimental,NA,NA,drug,Propofol,no
tri05373,NCT04359862,experimental,NA,NA,drug,Sevoflurane,no
tri05557,NCT04460183,experimental,NA,NA,drug,RESP301,undefined_soc
tri05557,NCT04460183,control,undefined_soc,NA,NA,NA,NA
tri05565,NCT04460651,experimental,NA,NA,drug,Icosapent ethyl,no
tri05565,NCT04460651,control,placebo,no,NA,NA,NA
tri05571,NCT04461379,experimental,NA,NA,vaccine_non_covid,BCG Vaccine,no
tri05571,NCT04461379,control,placebo,no,NA,NA,NA
tri05572,NCT04461925,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),defined_soc
tri05572,NCT04461925,control,defined_soc,NA,NA,NA,NA
tri06034,NCT04514302,experimental,NA,NA,vaccine_covid,Immunoglobulin,no
tri06034,NCT04514302,control,placebo,no,NA,NA,NA
tri06026,NCT04513470,experimental,NA,NA,drug,Early apoptotic cells,no
tri06012,NCT04511650,experimental,NA,NA,biologics,Razuprotafib,no
tri06012,NCT04511650,control,placebo,no,NA,NA,NA
tri06010,NCT04510662,experimental,NA,NA,drug,Telmisartan,undefined_soc
tri06010,NCT04510662,control,undefined_soc,NA,NA,NA,NA
tri05999,NCT04510038,experimental,NA,NA,drug,Colchicine,undefined_soc
tri05999,NCT04510038,control,undefined_soc,NA,NA,NA,NA
tri05611,NCT04466657,experimental,NA,NA,multiple,Antioxidation therapy,undefined_soc
tri05611,NCT04466657,control,undefined_soc,NA,NA,NA,NA
tri05905,NCT04497389,experimental,NA,NA,biologics,Amniotic Fluid,no
tri05905,NCT04497389,control,placebo,undefined_soc,NA,NA,NA
tri05897,NCT04496245,experimental,NA,NA,drug,OM85,no
tri05886,NCT04495101,experimental,NA,NA,drug,Prolastin,undefined_soc
tri05886,NCT04495101,control,undefined_soc,NA,NA,NA,NA
tri05655,NCT04470622,experimental,NA,NA,drug,Aprepitant,no
tri05655,NCT04470622,control,placebo,no,NA,NA,NA
tri02111,NCT04358081,experimental,NA,NA,drug,Azithromycin;Hydroxychloroquine,no
tri02111,NCT04358081,experimental,NA,NA,drug,Hydroxychloroquine,no
tri02111,NCT04358081,control,placebo,no,NA,NA,NA
tri03037,NCT04343651,experimental,NA,NA,biologics,Leronlimab,no
tri03037,NCT04343651,control,placebo,no,NA,NA,NA
tri02374,NCT04403685,experimental,NA,NA,biologics,Tocilizumab,undefined_soc
tri02374,NCT04403685,control,undefined_soc,NA,NA,NA,NA
tri03047,NCT04348409,experimental,NA,NA,drug,Nitazoxanide,undefined_soc
tri03047,NCT04348409,control,placebo,undefined_soc,NA,NA,NA
tri00164,ChiCTR2000030001,experimental,NA,NA,drug,Triazavirin,undefined_soc
tri00164,ChiCTR2000030001,control,placebo,undefined_soc,NA,NA,NA
tri00049,ChiCTR2000029763,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00049,ChiCTR2000029763,control,undefined_soc,NA,NA,NA,NA
tri02935,NCT04321928,experimental,NA,NA,other,General health education,no
tri02935,NCT04321928,experimental,NA,NA,other,Personalized health education,no
tri06711,NCT04609865,experimental,NA,NA,drug,Lidocaine,no
tri06711,NCT04609865,control,placebo,no,NA,NA,NA
tri02275,NCT04398004,experimental,NA,NA,drug,Clarithromycin,undefined_soc
tri02278,NCT04399252,experimental,NA,NA,nutritional_supplement,Probiotic (Unspecified),no
tri02278,NCT04399252,control,placebo,no,NA,NA,NA
tri02279,NCT04399356,experimental,NA,NA,drug,Niclosamide,undefined_soc
tri02279,NCT04399356,control,placebo,no,NA,NA,NA
tri02303,NCT04401423,experimental,NA,NA,drug,Angiotensin 1-7,no
tri02303,NCT04401423,control,placebo,no,NA,NA,NA
tri02314,NCT04403269,experimental,NA,NA,biologics,Immunoglobulin,no
tri02329,NCT04334629,experimental,NA,NA,drug,Ibuprofen,undefined_soc
tri02329,NCT04334629,control,undefined_soc,NA,NA,NA,NA
tri02354,NCT04382547,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri02354,NCT04382547,control,undefined_soc,NA,NA,NA,NA
tri02378,NCT04404426,experimental,NA,NA,nutritional_supplement,L-citrulline,no
tri02378,NCT04404426,control,placebo,no,NA,NA,NA
tri02412,NCT04408235,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri02412,NCT04408235,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri02471,NCT04370236,experimental,NA,NA,drug,INB03,undefined_soc
tri02471,NCT04370236,control,placebo,undefined_soc,NA,NA,NA
tri02480,NCT04391179,experimental,NA,NA,drug,Dipyridamole,no
tri02480,NCT04391179,control,placebo,no,NA,NA,NA
tri02484,NCT04397796,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri02484,NCT04397796,control,placebo,no,NA,NA,NA
tri02486,NCT04401475,experimental,NA,NA,drug,EB05,undefined_soc
tri02486,NCT04401475,control,placebo,undefined_soc,NA,NA,NA
tri02501,NCT04407390,experimental,NA,NA,nutritional_supplement,Nicotinamide riboside,no
tri02501,NCT04407390,control,placebo,no,NA,NA,NA
tri02556,NCT04311697,experimental,NA,NA,drug,Aviptadil,undefined_soc
tri02556,NCT04311697,control,placebo,undefined_soc,NA,NA,NA
tri02560,NCT04327505,experimental,NA,NA,procedure,Hyperbaric Oxygen Therapy,undefined_soc
tri02560,NCT04327505,control,undefined_soc,NA,NA,NA,NA
tri02626,NCT04413838,experimental,NA,NA,biologics,Nivolumab,undefined_soc
tri02626,NCT04413838,control,undefined_soc,NA,NA,NA,NA
tri02635,NCT04414631,experimental,NA,NA,drug,Conestat alfa,undefined_soc
tri02635,NCT04414631,control,undefined_soc,NA,NA,NA,NA
tri02640,NCT04416048,experimental,NA,NA,drug,Rivaroxaban,undefined_soc
tri02640,NCT04416048,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),undefined_soc
tri02644,NCT04416139,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri02644,NCT04416139,control,no_treatment,NA,NA,NA,NA
tri02655,NCT04419025,experimental,NA,NA,drug,N-acetyl cysteine,no
tri02655,NCT04419025,control,no_treatment,NA,NA,NA,NA
tri02972,NCT04402060,experimental,NA,NA,drug,APL-9,undefined_soc
tri02972,NCT04402060,control,placebo,undefined_soc,NA,NA,NA
tri02979,NCT04413747,experimental,NA,NA,other,Yoga,undefined_soc
tri02995,NCT04419623,experimental,NA,NA,drug,TL-895,undefined_soc
tri03044,NCT04346628,experimental,NA,NA,drug,Favipiravir,undefined_soc
tri03044,NCT04346628,control,placebo,undefined_soc,NA,NA,NA
tri03066,NCT04375735,experimental,NA,NA,drug,Bovine Lipid Extract Surfactant (BLES),no
tri03066,NCT04375735,control,undefined_soc,NA,NA,NA,NA
tri03069,NCT04380961,experimental,NA,NA,biologics,Sirukumab,undefined_soc
tri03069,NCT04380961,control,placebo,undefined_soc,NA,NA,NA
tri03086,NCT04399980,experimental,NA,NA,biologics,Mavrilimumab,no
tri03086,NCT04399980,control,placebo,no,NA,NA,NA
tri03104,NCT04422509,experimental,NA,NA,biologics,Lanadelumab,no
tri03104,NCT04422509,control,undefined_soc,NA,NA,NA,NA
tri03116,NCT04423861,experimental,NA,NA,drug,Nitazoxanide,undefined_soc
tri03116,NCT04423861,control,placebo,undefined_soc,NA,NA,NA
tri03198,NCT04312243,experimental,NA,NA,drug,Nitric Oxide Gas Gas,no
tri03198,NCT04312243,control,no_treatment,NA,NA,NA,NA
tri03199,NCT04333914,experimental,NA,NA,drug,GNS651,no
tri03199,NCT04333914,experimental,NA,NA,biologics,Avdoralimab,no
tri03199,NCT04333914,experimental,NA,NA,biologics,Monalizumab,no
tri03199,NCT04333914,control,undefined_soc,NA,NA,NA,NA
tri03228,NCT04402957,experimental,NA,NA,drug,LSALT peptide,no
tri03228,NCT04402957,control,placebo,no,NA,NA,NA
tri03248,NCT04429555,experimental,NA,NA,drug,Ibudilast,no
tri03248,NCT04429555,control,placebo,no,NA,NA,NA
tri05665,NCT04471831,experimental,NA,NA,procedure,Physiotherapy,no
tri05665,NCT04471831,control,other_unknown,NA,NA,NA,NA
tri05669,NCT04472494,experimental,NA,NA,drug,Abatacept,undefined_soc
tri05669,NCT04472494,control,placebo,undefined_soc,NA,NA,NA
tri05706,NCT04475302,experimental,NA,NA,vaccine_non_covid,BCG Vaccine,no
tri05706,NCT04475302,control,no_treatment,NA,NA,NA,NA
tri05712,NCT04475601,experimental,NA,NA,drug,Enzalutamide,undefined_soc
tri05712,NCT04475601,control,undefined_soc,NA,NA,NA,NA
tri05736,NCT04477993,experimental,NA,NA,biologics,Ruxolitinib,no
tri05736,NCT04477993,control,placebo,no,NA,NA,NA
tri05739,NCT04478539,experimental,NA,NA,device,Blood Filtratration,no
tri05752,NCT04479540,experimental,NA,NA,procedure,Angiography scan,no
tri05774,NCT04481685,experimental,NA,NA,drug,ATI-450,no
tri05774,NCT04481685,control,placebo,no,NA,NA,NA
tri05817,NCT04487444,experimental,NA,NA,drug,Thymalfasin,undefined_soc
tri05817,NCT04487444,control,undefined_soc,NA,NA,NA,NA
tri05880,NCT04494646,experimental,NA,NA,drug,Bardoxolone Methyl,no
tri05880,NCT04494646,control,placebo,no,NA,NA,NA
tri03300,NCT04342689,experimental,NA,NA,nutritional_supplement,Resistant Starch,no
tri03300,NCT04342689,control,placebo,no,NA,NA,NA
tri03313,NCT04350593,experimental,NA,NA,drug,Dapagliflozin,undefined_soc
tri03313,NCT04350593,control,placebo,undefined_soc,NA,NA,NA
tri03317,NCT04353284,experimental,NA,NA,drug,Camostat Mesilate,no
tri03317,NCT04353284,control,placebo,no,NA,NA,NA
tri03348,NCT04364763,experimental,NA,NA,drug,RBT-9,no
tri03348,NCT04364763,control,placebo,no,NA,NA,NA
tri03361,NCT04371393,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri03361,NCT04371393,control,placebo,undefined_soc,NA,NA,NA
tri03369,NCT04373733,experimental,NA,NA,drug,Favipiravir,undefined_soc
tri03369,NCT04373733,control,undefined_soc,NA,NA,NA,NA
tri03371,NCT04375397,experimental,NA,NA,drug,Ibrutinib,undefined_soc
tri03371,NCT04375397,control,placebo,undefined_soc,NA,NA,NA
tri03378,NCT04377620,experimental,NA,NA,drug,Ruxolitinib,undefined_soc
tri03378,NCT04377620,experimental,NA,NA,drug,Ruxolitinib,undefined_soc
tri03378,NCT04377620,control,placebo,undefined_soc,NA,NA,NA
tri03381,NCT04382586,experimental,NA,NA,drug,Zanubrutinib,undefined_soc
tri03381,NCT04382586,control,placebo,undefined_soc,NA,NA,NA
tri03382,NCT04382651,experimental,NA,NA,drug,MAS825,undefined_soc
tri03382,NCT04382651,control,placebo,undefined_soc,NA,NA,NA
tri03390,NCT04386616,experimental,NA,NA,biologics,Astegolimab,undefined_soc
tri03390,NCT04386616,control,placebo,undefined_soc,NA,NA,NA
tri03390,NCT04386616,experimental,NA,NA,biologics,Efmarodocokin alfa,undefined_soc
tri03390,NCT04386616,control,placebo,undefined_soc,NA,NA,NA
tri03405,NCT04394117,experimental,NA,NA,drug,Angiotensin Receptor Blockers (ARB),undefined_soc
tri03405,NCT04394117,control,placebo,undefined_soc,NA,NA,NA
tri03412,NCT04397718,experimental,NA,NA,drug,Degarelix,undefined_soc
tri03412,NCT04397718,control,placebo,undefined_soc,NA,NA,NA
tri03423,NCT04405570,experimental,NA,NA,drug,Molnupiravir,no
tri03423,NCT04405570,experimental,NA,NA,drug,Molnupiravir,no
tri03423,NCT04405570,experimental,NA,NA,drug,Molnupiravir,no
tri03423,NCT04405570,control,placebo,no,NA,NA,NA
tri03424,NCT04405739,experimental,NA,NA,drug,Molnupiravir,no
tri03424,NCT04405739,control,placebo,no,NA,NA,NA
tri03455,NCT04421027,experimental,NA,NA,drug,Baricitinib,undefined_soc
tri03455,NCT04421027,control,placebo,undefined_soc,NA,NA,NA
tri03456,NCT04421508,experimental,NA,NA,drug,Nitric Oxide Gas Gas,no
tri03456,NCT04421508,control,placebo,no,NA,NA,NA
tri03463,NCT04425720,experimental,NA,NA,device,Remote Monitoring,no
tri03463,NCT04425720,control,undefined_soc,NA,NA,NA,NA
tri03532,NCT04437823,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
